"Statistic","Chrom","Gene name","Population","stat"
"Zeng.E","chr1","PTCH2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","RAB3GAP2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","RBBP5","TON","Zeng's E"
"Zeng.E","chr1","RC3H1","NZM","Zeng's E"
"Zeng.E","chr1","RERE","TON","Zeng's E"
"Zeng.E","chr1","RGL1","CIM","Zeng's E"
"Zeng.E","chr1","RNF2","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","ROR1","CIM, NZM","Zeng's E"
"Zeng.E","chr1","RPS6KC1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","RSBN1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr1","SETDB1","TON","Zeng's E"
"Zeng.E","chr1","SHCBP1L","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","SLC35F3","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","SMG7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","SORT1","CIM","Zeng's E"
"Zeng.E","chr1","SPATA21","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","SPATA6","CIM, NZM","Zeng's E"
"Zeng.E","chr1","SSU72","NZM","Zeng's E"
"Zeng.E","chr1","STIL","CIM","Zeng's E"
"Zeng.E","chr1","STK40","CIM","Zeng's E"
"Zeng.E","chr1","SYCP1","NZM","Zeng's E"
"Zeng.E","chr1","SYT14","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","SZRD1","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","SZT2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","TCTEX1D4","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","THAP3","CIM, NZM","Zeng's E"
"Zeng.E","chr1","TMEM240","NZM","Zeng's E"
"Zeng.E","chr1","TNFRSF9","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","TNFSF18","NZM, TON","Zeng's E"
"Zeng.E","chr1","TPR","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr1","TRNP1","CIM","Zeng's E"
"Zeng.E","chr1","UBR4","SAM, TON","Zeng's E"
"Zeng.E","chr1","UBXN11","CIM, SAM","Zeng's E"
"Zeng.E","chr1","UFC1","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","USP21","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr1","VAMP4","SAM, TON","Zeng's E"
"Zeng.E","chr1","VPS13D","CIM","Zeng's E"
"Zeng.E","chr1","ZBTB40","NZM, SAM","Zeng's E"
"Zeng.E","chr1","ZMYM1","CIM","Zeng's E"
"Zeng.E","chr1","ZRANB2-AS2","CIM, NZM","Zeng's E"
"Zeng.E","chr1","ZZZ3","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","ACOXL","NZM, SAM","Zeng's E"
"Zeng.E","chr2","ADAM23","CIM, NZM","Zeng's E"
"Zeng.E","chr2","ALMS1","TON","Zeng's E"
"Zeng.E","chr2","ALS2CR11","NZM","Zeng's E"
"Zeng.E","chr2","ANKAR","NZM, TON","Zeng's E"
"Zeng.E","chr2","ARPC2","NZM, SAM","Zeng's E"
"Zeng.E","chr2","ASXL2","NZM","Zeng's E"
"Zeng.E","chr2","BIRC6","CIM","Zeng's E"
"Zeng.E","chr2","CACNB4","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr2","CCDC150","NZM","Zeng's E"
"Zeng.E","chr2","CCDC173","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","CCT7","NZM","Zeng's E"
"Zeng.E","chr2","CHMP3","SAM","Zeng's E"
"Zeng.E","chr2","CLASP1","SAM","Zeng's E"
"Zeng.E","chr2","CNTNAP5","SAM","Zeng's E"
"Zeng.E","chr2","COBLL1","NZM","Zeng's E"
"Zeng.E","chr2","CREB1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","D2HGDH","CIM","Zeng's E"
"Zeng.E","chr2","DDX18","SAM","Zeng's E"
"Zeng.E","chr2","DNAH6","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","DNAH7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","DNAJC5G","NZM","Zeng's E"
"Zeng.E","chr2","DPYSL5","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","EIF2AK2","CIM","Zeng's E"
"Zeng.E","chr2","ERCC3","SAM, TON","Zeng's E"
"Zeng.E","chr2","FARP2","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","FBXO11","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","FBXO41","NZM","Zeng's E"
"Zeng.E","chr2","GALNT13","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","GLS","CIM, NZM","Zeng's E"
"Zeng.E","chr2","GRB14","NZM","Zeng's E"
"Zeng.E","chr2","HDLBP","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","IL18RAP","CIM, NZM","Zeng's E"
"Zeng.E","chr2","IL1B","TON","Zeng's E"
"Zeng.E","chr2","ING5","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr2","ITGAV","SAM, TON","Zeng's E"
"Zeng.E","chr2","KANSL3","CIM, TON","Zeng's E"
"Zeng.E","chr2","KDM3A","SAM","Zeng's E"
"Zeng.E","chr2","KIDINS220","CIM, SAM, TON","Zeng's E"
"Zeng.E","chr2","LIMS1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","MARCH7","NZM","Zeng's E"
"Zeng.E","chr2","MDH1","SAM, TON","Zeng's E"
"Zeng.E","chr2","MIR548N","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","MPV17","NZM","Zeng's E"
"Zeng.E","chr2","NBAS","SAM","Zeng's E"
"Zeng.E","chr2","NBEAL1","NZM","Zeng's E"
"Zeng.E","chr2","NCOA1","CIM","Zeng's E"
"Zeng.E","chr2","NEB","CIM, NZM","Zeng's E"
"Zeng.E","chr2","NEURL3","TON","Zeng's E"
"Zeng.E","chr2","OLA1","CIM, NZM","Zeng's E"
"Zeng.E","chr2","ORC4","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr2","PDE1A","TON","Zeng's E"
"Zeng.E","chr2","PHOSPHO2","CIM, NZM","Zeng's E"
"Zeng.E","chr2","PHOSPHO2-KLHL23","CIM, NZM","Zeng's E"
"Zeng.E","chr2","PLEKHA3","CIM, TON","Zeng's E"
"Zeng.E","chr2","PMS1","NZM, TON","Zeng's E"
"Zeng.E","chr2","PPIG","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","PSMD14","NZM","Zeng's E"
"Zeng.E","chr2","PUM2","CIM, NZM","Zeng's E"
"Zeng.E","chr2","RAD51AP2","CIM, NZM","Zeng's E"
"Zeng.E","chr2","RANBP2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","RBMS1","SAM, TON","Zeng's E"
"Zeng.E","chr2","RIF1","NZM","Zeng's E"
"Zeng.E","chr2","RNF103-CHMP3","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","SCN2A","TON","Zeng's E"
"Zeng.E","chr2","SEPT2","NZM","Zeng's E"
"Zeng.E","chr2","SH3RF3","NZM, TON","Zeng's E"
"Zeng.E","chr2","SLC30A3","NZM","Zeng's E"
"Zeng.E","chr2","SLC4A10","NZM","Zeng's E"
"Zeng.E","chr2","SPAG16","SAM","Zeng's E"
"Zeng.E","chr2","STRN","CIM","Zeng's E"
"Zeng.E","chr2","TBR1","CIM, NZM","Zeng's E"
"Zeng.E","chr2","THADA","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr2","TIA1","NZM","Zeng's E"
"Zeng.E","chr2","TLK1","NZM, TON","Zeng's E"
"Zeng.E","chr2","TMEM131","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","TMSB10","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","TRABD2A","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr2","TRIM54","NZM","Zeng's E"
"Zeng.E","chr2","TTN","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","TTN-AS1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","VRK2","CIM","Zeng's E"
"Zeng.E","chr2","WDPCP","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","WDR35","CIM","Zeng's E"
"Zeng.E","chr2","WIPF1","CIM, NZM","Zeng's E"
"Zeng.E","chr2","ZAK","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","ZAP70","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr2","ZC3H15","CIM, NZM","Zeng's E"
"Zeng.E","chr2","ZNF638","CIM, NZM","Zeng's E"
"Zeng.E","chr2","ZNF804A","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","ABI3BP","NZM","Zeng's E"
"Zeng.E","chr3","ACAD11","CIM, NZM","Zeng's E"
"Zeng.E","chr3","ACTL6A","CIM, NZM","Zeng's E"
"Zeng.E","chr3","AMIGO3","CIM, NZM","Zeng's E"
"Zeng.E","chr3","APEH","NZM","Zeng's E"
"Zeng.E","chr3","ARPP21","NZM","Zeng's E"
"Zeng.E","chr3","ATP2C1","SAM, TON","Zeng's E"
"Zeng.E","chr3","BRPF1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","BSN","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","CAMK1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","CASR","SAM","Zeng's E"
"Zeng.E","chr3","CCDC12","CIM, NZM","Zeng's E"
"Zeng.E","chr3","CCDC36","NZM","Zeng's E"
"Zeng.E","chr3","CCR8","NZM","Zeng's E"
"Zeng.E","chr3","CELSR3","CIM, NZM","Zeng's E"
"Zeng.E","chr3","CHCHD6","SAM, TON","Zeng's E"
"Zeng.E","chr3","CIDEC","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","CIDECP","CIM, SAM","Zeng's E"
"Zeng.E","chr3","CMSS1","SAM","Zeng's E"
"Zeng.E","chr3","CNOT10","CIM, NZM","Zeng's E"
"Zeng.E","chr3","COL7A1","CIM, NZM","Zeng's E"
"Zeng.E","chr3","CXCR6","NZM","Zeng's E"
"Zeng.E","chr3","DLG1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr3","DNAH1","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","DNAH12","CIM","Zeng's E"
"Zeng.E","chr3","DZIP3","CIM, NZM","Zeng's E"
"Zeng.E","chr3","EEFSEC","CIM, NZM","Zeng's E"
"Zeng.E","chr3","EPHA6","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr3","FAM19A4","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr3","FAM208A","TON","Zeng's E"
"Zeng.E","chr3","FILIP1L","SAM","Zeng's E"
"Zeng.E","chr3","FYCO1","NZM","Zeng's E"
"Zeng.E","chr3","GMPPB","CIM, NZM","Zeng's E"
"Zeng.E","chr3","GOLGB1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","GSK3B","SAM, TON","Zeng's E"
"Zeng.E","chr3","GTPBP8","NZM","Zeng's E"
"Zeng.E","chr3","HLTF","CIM","Zeng's E"
"Zeng.E","chr3","HLTF-AS1","CIM","Zeng's E"
"Zeng.E","chr3","IFT57","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr3","IFT80","NZM, TON","Zeng's E"
"Zeng.E","chr3","IP6K1","CIM, NZM","Zeng's E"
"Zeng.E","chr3","IQCG","CIM, NZM","Zeng's E"
"Zeng.E","chr3","LAMB2","NZM","Zeng's E"
"Zeng.E","chr3","LAMB2P1","NZM","Zeng's E"
"Zeng.E","chr3","LINC01192","CIM, NZM","Zeng's E"
"Zeng.E","chr3","LMLN","CIM, NZM","Zeng's E"
"Zeng.E","chr3","LOC220729","SAM, TON","Zeng's E"
"Zeng.E","chr3","LOC401052","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","MIR4793","CIM, NZM","Zeng's E"
"Zeng.E","chr3","MIR548G","SAM","Zeng's E"
"Zeng.E","chr3","MIR711","CIM, NZM","Zeng's E"
"Zeng.E","chr3","MORC1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","MRPL3","CIM, SAM","Zeng's E"
"Zeng.E","chr3","MRPL47","CIM, NZM","Zeng's E"
"Zeng.E","chr3","MSL2","SAM","Zeng's E"
"Zeng.E","chr3","MST1","NZM","Zeng's E"
"Zeng.E","chr3","MYH15","CIM, TON","Zeng's E"
"Zeng.E","chr3","NDUFB5","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","NEK10","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","NEPRO","CIM, NZM","Zeng's E"
"Zeng.E","chr3","NPHP3-ACAD11","CIM, NZM","Zeng's E"
"Zeng.E","chr3","NUP210","NZM","Zeng's E"
"Zeng.E","chr3","OGG1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","PFKFB4","NZM","Zeng's E"
"Zeng.E","chr3","PIK3CA","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","PIK3R4","NZM","Zeng's E"
"Zeng.E","chr3","POLQ","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","QARS","NZM","Zeng's E"
"Zeng.E","chr3","QRICH1","NZM","Zeng's E"
"Zeng.E","chr3","RBM6","CIM","Zeng's E"
"Zeng.E","chr3","RNF123","CIM, NZM","Zeng's E"
"Zeng.E","chr3","RPL24","CIM, NZM","Zeng's E"
"Zeng.E","chr3","RPL35A","CIM","Zeng's E"
"Zeng.E","chr3","RUBCN","NZM","Zeng's E"
"Zeng.E","chr3","RYK","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr3","SLC26A6","CIM, NZM","Zeng's E"
"Zeng.E","chr3","SLC4A7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr3","SMARCC1","CIM, NZM","Zeng's E"
"Zeng.E","chr3","SNORA58","CIM","Zeng's E"
"Zeng.E","chr3","SOX2-OT","CIM, NZM","Zeng's E"
"Zeng.E","chr3","STT3B","NZM","Zeng's E"
"Zeng.E","chr3","TFG","NZM","Zeng's E"
"Zeng.E","chr3","TFRC","TON","Zeng's E"
"Zeng.E","chr3","TMEM89","CIM, NZM","Zeng's E"
"Zeng.E","chr3","TPRXL","CIM","Zeng's E"
"Zeng.E","chr3","UCN2","NZM","Zeng's E"
"Zeng.E","chr3","UQCRC1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr3","USP13","TON","Zeng's E"
"Zeng.E","chr3","USP19","NZM","Zeng's E"
"Zeng.E","chr3","XRN1","SAM","Zeng's E"
"Zeng.E","chr3","ZBTB11","NZM","Zeng's E"
"Zeng.E","chr3","ZBTB11-AS1","NZM","Zeng's E"
"Zeng.E","chr3","ZNF445","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr4","AASDH","NZM","Zeng's E"
"Zeng.E","chr4","ADAD1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr4","ADAMTS3","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","ANK2","CIM, SAM","Zeng's E"
"Zeng.E","chr4","BANK1","CIM","Zeng's E"
"Zeng.E","chr4","BMP2K","NZM","Zeng's E"
"Zeng.E","chr4","C4orf22","NZM","Zeng's E"
"Zeng.E","chr4","C4orf45","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","CEP135","CIM","Zeng's E"
"Zeng.E","chr4","CLOCK","CIM, NZM","Zeng's E"
"Zeng.E","chr4","CNOT6L","SAM","Zeng's E"
"Zeng.E","chr4","CORIN","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","CPEB2","TON","Zeng's E"
"Zeng.E","chr4","DCHS2","CIM, NZM","Zeng's E"
"Zeng.E","chr4","DNAJB14","CIM","Zeng's E"
"Zeng.E","chr4","EIF4E","CIM, NZM","Zeng's E"
"Zeng.E","chr4","ELF2","NZM","Zeng's E"
"Zeng.E","chr4","EXOC1","CIM","Zeng's E"
"Zeng.E","chr4","FBXO8","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","FGFR3","CIM","Zeng's E"
"Zeng.E","chr4","FIP1L1","CIM, NZM","Zeng's E"
"Zeng.E","chr4","FNIP2","CIM, NZM","Zeng's E"
"Zeng.E","chr4","FRYL","CIM","Zeng's E"
"Zeng.E","chr4","GAK","SAM","Zeng's E"
"Zeng.E","chr4","GRID2","NZM, SAM","Zeng's E"
"Zeng.E","chr4","HTT","NZM","Zeng's E"
"Zeng.E","chr4","HTT-AS","NZM","Zeng's E"
"Zeng.E","chr4","INPP4B","SAM, TON","Zeng's E"
"Zeng.E","chr4","KIAA1109","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr4","LAMTOR3","CIM","Zeng's E"
"Zeng.E","chr4","LARP7","NZM","Zeng's E"
"Zeng.E","chr4","LETM1","CIM","Zeng's E"
"Zeng.E","chr4","PCDH7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","PDGFRA","CIM, NZM","Zeng's E"
"Zeng.E","chr4","PDLIM5","CIM, NZM","Zeng's E"
"Zeng.E","chr4","PDS5A","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","PPAT","NZM","Zeng's E"
"Zeng.E","chr4","RXFP1","SAM","Zeng's E"
"Zeng.E","chr4","SCFD2","NZM","Zeng's E"
"Zeng.E","chr4","SCLT1","CIM","Zeng's E"
"Zeng.E","chr4","SH3RF1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","STPG2","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr4","STX18","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","WDFY3","NZM, SAM","Zeng's E"
"Zeng.E","chr4","WDR17","SAM, TON","Zeng's E"
"Zeng.E","chr4","WDR19","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr4","YTHDC1","SAM","Zeng's E"
"Zeng.E","chr4","ZGRF1","CIM, NZM, TON","Zeng's E"
"Zeng.E","chr5","ADGRV1","NZM","Zeng's E"
"Zeng.E","chr5","ANKH","CIM, NZM","Zeng's E"
"Zeng.E","chr5","ANKHD1","NZM","Zeng's E"
"Zeng.E","chr5","ANKHD1-EIF4EBP3","NZM","Zeng's E"
"Zeng.E","chr5","ANKRD31","NZM","Zeng's E"
"Zeng.E","chr5","APBB3","NZM","Zeng's E"
"Zeng.E","chr5","ATG10","CIM","Zeng's E"
"Zeng.E","chr5","BRD8","CIM, NZM","Zeng's E"
"Zeng.E","chr5","BTNL3","CIM, TON","Zeng's E"
"Zeng.E","chr5","CCNH","NZM","Zeng's E"
"Zeng.E","chr5","CDC25C","NZM","Zeng's E"
"Zeng.E","chr5","CHD1","CIM, NZM","Zeng's E"
"Zeng.E","chr5","CNOT6","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","DDX46","SAM","Zeng's E"
"Zeng.E","chr5","EBF1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","EIF4EBP3","NZM","Zeng's E"
"Zeng.E","chr5","EMB","CIM, NZM","Zeng's E"
"Zeng.E","chr5","FAM114A2","CIM","Zeng's E"
"Zeng.E","chr5","FAM153C","SAM, TON","Zeng's E"
"Zeng.E","chr5","FAM174A","CIM, SAM","Zeng's E"
"Zeng.E","chr5","FBXL17","NZM","Zeng's E"
"Zeng.E","chr5","FLT4","SAM, TON","Zeng's E"
"Zeng.E","chr5","FNIP1","CIM, NZM","Zeng's E"
"Zeng.E","chr5","GABRA6","CIM","Zeng's E"
"Zeng.E","chr5","GEMIN5","CIM","Zeng's E"
"Zeng.E","chr5","GRIA1","SAM, TON","Zeng's E"
"Zeng.E","chr5","IPO11","CIM, NZM","Zeng's E"
"Zeng.E","chr5","IPO11-LRRC70","CIM, NZM","Zeng's E"
"Zeng.E","chr5","KIAA0825","CIM","Zeng's E"
"Zeng.E","chr5","LIFR","CIM","Zeng's E"
"Zeng.E","chr5","LINC00461","SAM","Zeng's E"
"Zeng.E","chr5","LINC01184","CIM","Zeng's E"
"Zeng.E","chr5","LNPEP","NZM","Zeng's E"
"Zeng.E","chr5","LOC100130744","CIM, NZM","Zeng's E"
"Zeng.E","chr5","LOC728554","SAM","Zeng's E"
"Zeng.E","chr5","MAN2A1","NZM","Zeng's E"
"Zeng.E","chr5","MEF2C","CIM, NZM","Zeng's E"
"Zeng.E","chr5","MRPL22","CIM","Zeng's E"
"Zeng.E","chr5","NDUFS4","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","NIPBL","CIM, SAM, TON","Zeng's E"
"Zeng.E","chr5","NIPBL-AS1","CIM, SAM, TON","Zeng's E"
"Zeng.E","chr5","NME5","CIM, NZM","Zeng's E"
"Zeng.E","chr5","NR2F1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","NR2F1-AS1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","NR3C1","CIM, TON","Zeng's E"
"Zeng.E","chr5","PCBD2","TON","Zeng's E"
"Zeng.E","chr5","PCDHGA1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA10","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA11","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA12","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA3","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA4","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA5","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA6","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA8","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGA9","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB3","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB4","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB5","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB6","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB7","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PCDHGB8P","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","PJA2","CIM","Zeng's E"
"Zeng.E","chr5","PROP1","SAM, TON","Zeng's E"
"Zeng.E","chr5","RANBP17","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","RAPGEF6","CIM, NZM","Zeng's E"
"Zeng.E","chr5","RASA1","NZM","Zeng's E"
"Zeng.E","chr5","REEP5","SAM","Zeng's E"
"Zeng.E","chr5","RICTOR","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr5","RNF180","CIM, NZM","Zeng's E"
"Zeng.E","chr5","SCGB3A1","SAM, TON","Zeng's E"
"Zeng.E","chr5","SLC35A4","CIM, NZM","Zeng's E"
"Zeng.E","chr5","SLCO6A1","CIM, NZM","Zeng's E"
"Zeng.E","chr5","SLIT3","NZM","Zeng's E"
"Zeng.E","chr5","SNX2","SAM, TON","Zeng's E"
"Zeng.E","chr5","SRA1","NZM","Zeng's E"
"Zeng.E","chr5","SRP19","SAM","Zeng's E"
"Zeng.E","chr5","TTC33","NZM","Zeng's E"
"Zeng.E","chr5","ZNF131","NZM","Zeng's E"
"Zeng.E","chr6","ADCY10P1","NZM","Zeng's E"
"Zeng.E","chr6","AHI1","SAM","Zeng's E"
"Zeng.E","chr6","AK9","CIM, NZM","Zeng's E"
"Zeng.E","chr6","ANKS1A","NZM","Zeng's E"
"Zeng.E","chr6","ARID1B","CIM, NZM","Zeng's E"
"Zeng.E","chr6","ARMC2","CIM","Zeng's E"
"Zeng.E","chr6","ATF6B","NZM","Zeng's E"
"Zeng.E","chr6","BCKDHB","SAM","Zeng's E"
"Zeng.E","chr6","BTN3A3","SAM","Zeng's E"
"Zeng.E","chr6","C4B_2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","C6orf106","NZM","Zeng's E"
"Zeng.E","chr6","CD2AP","NZM","Zeng's E"
"Zeng.E","chr6","CEP85L","TON","Zeng's E"
"Zeng.E","chr6","CYP21A2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","DEF6","NZM","Zeng's E"
"Zeng.E","chr6","EFHC1","NZM","Zeng's E"
"Zeng.E","chr6","EPB41L2","SAM","Zeng's E"
"Zeng.E","chr6","FAM8A1","CIM","Zeng's E"
"Zeng.E","chr6","FHL5","CIM, SAM","Zeng's E"
"Zeng.E","chr6","FKBP5","SAM","Zeng's E"
"Zeng.E","chr6","GPRC6A","CIM, NZM","Zeng's E"
"Zeng.E","chr6","GTPBP2","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr6","HEBP2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","HIST1H1B","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H2AL","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H2AM","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H2BO","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H3I","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H3J","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HIST1H4L","CIM, NZM, SAM","Zeng's E"
"Zeng.E","chr6","HSPA1A","CIM, NZM","Zeng's E"
"Zeng.E","chr6","HSPA1L","CIM, NZM","Zeng's E"
"Zeng.E","chr6","IGF2R","NZM","Zeng's E"
"Zeng.E","chr6","KHDRBS2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","KIF6","SAM","Zeng's E"
"Zeng.E","chr6","LATS1","CIM","Zeng's E"
"Zeng.E","chr6","LSM2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","MAK","SAM, TON","Zeng's E"
"Zeng.E","chr6","MAP7","NZM","Zeng's E"
"Zeng.E","chr6","MCM9","NZM, SAM, TON","Zeng's E"
"Zeng.E","chr6","MFSD4B","NZM, SAM","Zeng's E"
"Zeng.E","chr6","MIR3145","CIM","Zeng's E"
"Zeng.E","chr6","MIR548H3","SAM, TON","Zeng's E"
"Zeng.E","chr6","MMS22L","SAM, TON","Zeng's E"
"Zeng.E","chr6","MOXD1","CIM, NZM","Zeng's E"
"Zeng.E","chr6","MSH5-SAPCD1","CIM, NZM","Zeng's E"
"Zeng.E","chr6","MYO6","CIM","Zeng's E"
"Zeng.E","chr6","NHSL1","CIM, NZM","Zeng's E"
"Zeng.E","chr6","NUP153","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr6","NUP43","CIM, NZM","Zeng's E"
"Zeng.E","chr6","OR2B2","CIM, NZM","Zeng's E"
"Zeng.E","chr6","PCMT1","CIM, NZM","Zeng's E"
"Zeng.E","chr6","PHACTR1","CIM, NZM, SAM, TON","Zeng's E"
"Zeng.E","chr6","PHIP","NZM","Zeng's E"
